#,NAME,Gl(deg),Gb(deg),P0(s),P1,F0(Hz),DM(cm^-3pc),BINARY (type),Binary Period (days),Semi-major axis,BINCOMP,DIST(kpc),DIST_DM(kpc),AGE(Yr),EDOT(ergs/),PMTOT(mas/yr)
1807,J1838-1046,21.862,-2.049,1.218354,3.08E-15,0.82078,208,*,*,*,*,4.35,4.35,6270000,67200000000000000000000000000000,*
705,J1424-5556,315.718,4.614,0.770375,7.8E-16,1.298069,198.7,*,*,*,*,7.71,7.71,15600000,67400000000000000000000000000000,*
515,J1157-5112,294.325,10.746,0.043589,1.43E-19,22.941448,39.67,ELL1,3.5074,14.2863,CO[eb01b],1.88,1.88,4830000000,68200000000000000000000000000000,*
1960,J1853+0505,37.65,1.956,0.905137,1.28E-15,1.104805,279,*,*,*,*,7.54,7.54,11200000,68200000000000000000000000000000,*
1860,J1843-0211,30.084,0.768,2.027524,1.44E-14,0.493212,441.7,*,*,*,*,6.34,6.34,2220000,68400000000000000000000000000000,*
1458,J1755-1650,11.527,4.291,0.733744,6.86E-16,1.362872,159.9,*,*,*,*,4.27,4.27,16900000,68500000000000000000000000000000,*
1314,B1735-32,356.466,-0.491,0.768499,7.95E-16,1.301238,49.59,*,*,*,*,1.48,1.48,15300000,69100000000000000000000000000000,*
2055,J1904-1224,23.291,-8.49,0.750808,7.42E-16,1.331898,118.23,*,*,*,*,5.63,5.63,16000000,69200000000000000000000000000000,*
1313,J1738-3107,357.358,0.1,0.549498,2.96E-16,1.819844,735,*,*,*,*,10.76,10.76,29400000,70400000000000000000000000000000,*
1722,J1828+1359,43.017,11.25,0.74164,7.29E-16,1.348364,56,*,*,*,*,3.29,3.29,16100000,70500000000000000000000000000000,*
1895,J1846-0257,29.707,-0.198,4.476723,1.61E-13,0.223378,237,*,*,*,*,4.69,4.69,442000,70700000000000000000000000000000,*
404,J1035-6345,288.528,-4.765,0.579577,3.5E-16,1.725397,189.7,*,*,*,*,6.54,6.54,26200000,71100000000000000000000000000000,*
2285,B1940-12,27.255,-17.158,0.972429,1.66E-15,1.028353,28.92,*,*,*,*,1.64,1.64,9310000,71100000000000000000000000000000,*
2034,J1902+0723,40.742,0.984,0.487813,2.1E-16,2.049967,105,*,*,*,*,3.33,3.33,36800000,71400000000000000000000000000000,*
2167,J1917+0834,43.575,-1.892,2.129665,1.75E-14,0.469557,29.18,*,*,*,*,1.51,1.51,1930000,71500000000000000000000000000000,*
843,J1540-5736,324.109,-1.891,0.612916,4.21E-16,1.631544,304.5,*,*,*,*,8.17,8.17,23100000,72100000000000000000000000000000,*
1360,J1745-2229,5.47,3.422,1.160593,2.86E-15,0.861629,299,*,*,*,*,9.3,9.3,6440000,72100000000000000000000000000000,*
924,J1611-4949,332.59,1.14,0.666438,5.42E-16,1.500515,556.8,*,*,*,*,8.82,8.82,19500000,72300000000000000000000000000000,*
1829,J1840-0815,24.314,-1.283,1.09644,2.42E-15,0.912043,233.2,*,*,*,*,4.5,4.5,7190000,72300000000000000000000000000000,*
1557,J1808-0813,20.634,5.75,0.876044,1.24E-15,1.141495,151.27,*,*,*,*,5.18,5.18,11200000,72800000000000000000000000000000,*
1701,B1822+00,30.001,5.856,0.778949,8.76E-16,1.28378,56.62,*,*,*,*,2.26,2.26,14100000,73200000000000000000000000000000,*
109,B0339+53,147.017,-1.428,1.934478,1.34E-14,0.516935,67.3,*,*,*,*,2.48,2.48,2280000,73200000000000000000000000000000,*
2156,J1915+1410,48.275,1.2,0.297494,4.89E-17,3.361411,273.7,*,*,*,*,7.76,7.76,96300000,73400000000000000000000000000000,*
2511,B2306+55,108.729,-4.206,0.475068,1.99E-16,2.104963,46.54,*,*,*,*,2.42,2.42,37700000,73500000000000000000000000000000,15
432,J1056-5709,287.835,2.311,0.676082,5.76E-16,1.479111,436.5,*,*,*,*,17.61,17.61,18600000,73600000000000000000000000000000,*
1147,J1703-4851,338.987,-4.514,1.396401,5.08E-15,0.716127,150.29,*,*,*,*,4.5,4.5,4350000,73700000000000000000000000000000,*
633,J1331-5245,308.985,9.649,0.648117,5.1E-16,1.542932,148.4,*,*,*,*,10.5,10.5,20100000,74000000000000000000000000000000,*
314,B0855-61,278.575,-10.427,0.962509,1.68E-15,1.038952,95,*,*,*,*,6.53,6.53,9090000,74200000000000000000000000000000,*
1121,J1700-3312,351.055,5.489,1.358307,4.71E-15,0.736211,166.97,*,*,*,*,5.64,5.64,4570000,74200000000000000000000000000000,*
617,B1322+83,121.887,33.672,0.670037,5.66E-16,1.492454,13.31,*,*,*,*,0.77,0.77,18700000,74300000000000000000000000000000,54.571
2044,J1903-0848,26.382,-6.601,0.887325,1.33E-15,1.126983,66.99,*,*,*,*,2.32,2.32,10600000,75200000000000000000000000000000,*
992,J1628-4804,335.766,0.461,0.865971,1.24E-15,1.154773,952,*,*,*,*,11.21,11.21,11000000,75700000000000000000000000000000,*
688,J1412+7922,118.318,37.02,0.059198,4E-19,16.892402,*,*,*,*,*,*,*,2340000000,76100000000000000000000000000000,*
1335,J1741-2719,0.907,1.604,0.346797,8.06E-17,2.883532,361.9,*,*,*,*,5.74,5.74,68200000,76300000000000000000000000000000,*
562,J1244-6531,302.227,-2.658,1.546819,7.18E-15,0.646488,388,*,*,*,*,30,30,3410000,76600000000000000000000000000000,*
1233,J1721-1939,4.914,9.563,0.40404,1.28E-16,2.475004,103,*,*,*,*,4.64,4.64,49900000,76800000000000000000000000000000,*
536,J1225-5556,299.313,6.746,1.018453,2.06E-15,0.981881,125.83,*,*,*,*,5.39,5.39,7820000,77100000000000000000000000000000,*
209,J0621+1002,200.57,-2.013,0.028854,4.73E-20,34.657407,36.6,BT,8.3187,12.0321,CO[kas12],1.88,1.88,9660000000,77800000000000000000000000000000,3.513
2207,B1923+04,40.98,-5.674,1.074078,2.46E-15,0.931031,102.24,*,*,*,*,3.95,3.95,6920000,78300000000000000000000000000000,*
1863,J1843-0459,27.581,-0.505,0.754963,8.54E-16,1.324568,444.1,*,*,*,*,6.15,6.15,14000000,78400000000000000000000000000000,*
928,J1612-2408,351.011,19.446,0.923834,1.57E-15,1.082446,49,*,*,*,*,3.12,3.12,9300000,78800000000000000000000000000000,*
1583,J1811-1717,13.041,0.686,0.391385,1.2E-16,2.555028,545.5,*,*,*,*,7.03,7.03,51700000,79000000000000000000000000000000,*
643,J1339-6618,307.786,-3.889,0.558179,3.5E-16,1.791539,241,*,*,*,*,7.62,7.62,25300000,79500000000000000000000000000000,*
1911,J1848-0511,27.945,-1.659,1.637129,8.86E-15,0.610825,418,*,*,*,*,7.78,7.78,2930000,79700000000000000000000000000000,*
2017,J1901+0320,36.999,-0.613,0.636584,5.23E-16,1.570883,393,*,*,*,*,7.74,7.74,19300000,80000000000000000000000000000000,*
961,J1622-4332,338.332,4.339,0.916938,1.56E-15,1.090587,230.68,*,*,*,*,8.32,8.32,9280000,80100000000000000000000000000000,*
1580,J1811-0154,26.613,8.029,0.924945,1.61E-15,1.081146,148.1,*,*,*,*,9.56,9.56,9110000,80200000000000000000000000000000,*
635,J1332-3032,313.396,31.49,0.650434,5.6E-16,1.537434,15.1,*,*,*,*,0.87,0.87,18400000,80400000000000000000000000000000,*
1076,J1649-3805,345.815,4.194,0.262026,3.67E-17,3.81642,213.8,*,*,*,*,6.62,6.62,113000000,80500000000000000000000000000000,*
35,B0037+56,121.452,-5.567,1.118225,2.88E-15,0.894274,92.59,*,*,*,*,4.48,4.48,6150000,81300000000000000000000000000000,7.616
942,J1614-5144,331.619,-0.576,1.534008,7.44E-15,0.651887,748,*,*,*,*,9.56,9.56,3270000,81400000000000000000000000000000,*
1754,J1833-1055,21.231,-1.14,0.63364,5.27E-16,1.578182,543,*,*,*,*,8.44,8.44,19100000,81700000000000000000000000000000,*
710,J1425-5759,315.217,2.613,0.707868,7.42E-16,1.412694,325,*,*,*,*,10.81,10.81,15100000,82600000000000000000000000000000,*
319,B0903-42,265.075,2.859,0.965171,1.89E-15,1.036086,145.8,*,*,*,*,4.37,4.37,8100000,82900000000000000000000000000000,*
908,J1604-7203,316.67,-14.554,0.341403,8.4E-17,2.92909,54.37,*,*,*,*,2.56,2.56,64400000,83300000000000000000000000000000,*
810,J1531-4012,333.147,13.113,0.356849,9.63E-17,2.802303,106.65,*,*,*,*,7.75,7.75,58700000,83700000000000000000000000000000,*
234,B0643+80,133.178,26.828,1.214441,3.8E-15,0.823424,33.33,*,*,*,*,3.37,3.37,5070000,83700000000000000000000000000000,19.026
1287,J1733-3322,354.917,-0.238,1.245915,4.1E-15,0.802623,524,*,*,*,*,6.3,6.3,4810000,83700000000000000000000000000000,*
163,J0520-2553,228.434,-30.543,0.241642,3.01E-17,4.13835,33.77,*,*,*,*,3.47,3.47,127000000,84200000000000000000000000000000,*
2077,J1907+0534,39.717,-0.988,1.138403,3.15E-15,0.878424,524,*,*,*,*,11.94,11.94,5730000,84300000000000000000000000000000,*
1074,J1648-6044,328.22,-10.141,0.583765,4.29E-16,1.713018,106.2,*,*,*,*,5.66,5.66,21600000,85100000000000000000000000000000,*
2345,J2005-0020,41.331,-16.629,2.279661,2.57E-14,0.438662,35.93,*,*,*,*,2.16,2.16,1410000,85500000000000000000000000000000,*
1856,J1842+1332,44.054,8.074,0.471604,2.29E-16,2.120425,102.5,*,*,*,*,5.9,5.9,32600000,86200000000000000000000000000000,*
2360,J2011+3331,71.32,-0.049,0.931733,1.79E-15,1.073269,298.58,*,*,*,*,12.95,12.95,8270000,87200000000000000000000000000000,*
881,J1555-0515,3.973,34.969,0.97541,2.05E-15,1.02521,23.46,*,*,*,*,1.66,1.66,7520000,87400000000000000000000000000000,*
491,B1133+16,241.902,69.195,1.187913,3.73E-15,0.841812,4.85,*,*,*,*,0.35,0.27,5040000,87900000000000000000000000000000,375.465
2143,J1913+3732,69.097,12.128,0.851079,1.38E-15,1.174979,69,*,*,*,*,5.5,5.5,9780000,88300000000000000000000000000000,*
126,J0418-4154,246.26,-45.681,0.757119,9.74E-16,1.320797,24.54,*,*,*,*,2.46,2.46,12300000,88600000000000000000000000000000,*
79,J0201+7005,128.889,8.033,1.349184,5.51E-15,0.741188,21.03,*,*,*,*,1.15,1.15,3880000,88600000000000000000000000000000,*
202,B0609+37,175.45,9.093,0.297982,5.95E-17,3.355904,27.14,*,*,*,*,1.49,1.49,79400000,88700000000000000000000000000000,7.071
75,B0149-16,179.305,-72.456,0.832742,1.3E-15,1.200853,11.93,*,*,*,*,0.69,0.69,10200000,88800000000000000000000000000000,27.177
500,J1143-5158,292.383,9.492,0.675646,6.95E-16,1.480065,159.03,*,*,*,*,10.68,10.68,15400000,89000000000000000000000000000000,*
754,J1502-6128,317.921,-2.483,0.842104,1.35E-15,1.187502,256.5,*,*,*,*,7.88,7.88,9900000,89100000000000000000000000000000,*
1133,J1701-3130,352.523,6.384,0.291341,5.6E-17,3.432398,130.73,*,*,*,*,4.53,4.53,82500000,89300000000000000000000000000000,*
2431,B2122+13,65.795,-25.092,0.694053,7.68E-16,1.440811,30.12,*,*,*,*,2.09,2.09,14300000,90700000000000000000000000000000,*
1955,J1852-2610,9.458,-11.918,0.336337,8.77E-17,2.973207,56.81,*,*,*,*,2.26,2.26,60800000,91000000000000000000000000000000,*
1575,J1810-1441,15.272,2.035,0.217214,2.39E-17,4.603765,304.9,*,*,*,*,5.88,5.88,144000000,92000000000000000000000000000000,*
1811,J1839-0223,29.5,1.461,1.26679,4.76E-15,0.789397,330,*,*,*,*,5.78,5.78,4210000,92500000000000000000000000000000,*
940,J1614-3937,340.004,8.206,0.407292,1.59E-16,2.455239,152.44,*,*,*,*,10.1,10.1,40700000,92600000000000000000000000000000,*
1118,B1657-13,7.507,17.592,0.640958,6.18E-16,1.560164,60.37,*,*,*,*,4.85,4.85,16400000,92600000000000000000000000000000,*
2342,B2000+40,76.611,5.288,0.905067,1.74E-15,1.104891,131.33,*,*,*,*,8.3,8.3,8250000,92600000000000000000000000000000,13.342
750,J1501-0046,356.582,48.051,0.464037,2.39E-16,2.155001,22.26,*,*,*,*,2.37,2.37,30700000,94500000000000000000000000000000,*
358,J0949-6902,287.826,-11.702,0.640016,6.37E-16,1.562462,93,*,*,*,*,8.68,8.68,15900000,95900000000000000000000000000000,*
1267,J1730-2900,358.123,2.819,1.538427,8.85E-15,0.650015,289,*,*,*,*,6.85,6.85,2750000,96000000000000000000000000000000,*
1285,J1733-2837,358.857,2.402,0.768185,1.11E-15,1.301771,225,*,*,*,*,4.66,4.66,11000000,96500000000000000000000000000000,*
849,B1540-06,0.566,36.608,0.709064,8.8E-16,1.41031,18.38,*,*,*,*,1.27,1.27,12800000,97400000000000000000000000000000,17.464
2415,B2053+21,67.832,-14.668,0.815181,1.34E-15,1.226721,36.36,*,*,*,*,2.15,2.15,9640000,97700000000000000000000000000000,5.142
1853,J1842+0638,37.801,5.075,0.313016,7.6E-17,3.194721,212.2,*,*,*,*,11.04,11.04,65200000,97900000000000000000000000000000,*
2001,J1900-0051,33.238,-2.467,0.385194,1.42E-16,2.596094,136.8,*,*,*,*,3.3,3.3,42900000,98200000000000000000000000000000,*
273,J0807-5421,268.727,-11.594,0.526644,3.78E-16,1.898818,165.03,*,*,*,*,8.76,8.76,22100000,102000000000000000000000000000000,*
1665,J1823-0154,28.081,5.256,0.759777,1.13E-15,1.316175,135.87,*,*,*,*,4.56,4.56,10600000,102000000000000000000000000000000,*
1206,J1716-4111,346.529,-1.795,1.036067,2.88E-15,0.965188,245.8,*,*,*,*,4.79,4.79,5700000,102000000000000000000000000000000,*
439,B1056-57,288.345,1.948,1.184999,4.3E-15,0.843883,108.7,*,*,*,*,2.75,2.75,4370000,102000000000000000000000000000000,*
2215,J1927+0911,45.224,-3.705,0.290305,6.35E-17,3.44465,202.7,*,*,*,*,7.19,7.19,72400000,103000000000000000000000000000000,*
2244,J1933+0758,44.845,-5.565,0.437454,2.18E-16,2.285953,165.02,*,*,*,*,8.33,8.33,31800000,103000000000000000000000000000000,*
1513,B1758-29,1.436,-3.249,1.081908,3.29E-15,0.924293,125.61,*,*,*,*,3.27,3.27,5210000,103000000000000000000000000000000,*
2513,B2310+42,104.41,-16.422,0.349434,1.12E-16,2.861773,17.28,*,*,*,*,1.06,0.95,49300000,104000000000000000000000000000000,24.872
356,B0943+10,225.413,43.126,1.097706,3.49E-15,0.910991,15.33,*,*,*,*,0.96,0.96,4980000,104000000000000000000000000000000,43.417
1432,J1750-28,0.663,-0.737,1.300513,5.78E-15,0.768927,388,*,*,*,*,5.19,5.19,3560000,104000000000000000000000000000000,*
1251,J1725-3848,349.384,-1.741,2.062386,2.3E-14,0.484875,230,*,*,*,*,4.49,4.49,1420000,104000000000000000000000000000000,*
1828,J1840-0809,24.441,-1.308,0.955672,2.35E-15,1.046384,349.8,*,*,*,*,5.77,5.77,6440000,106000000000000000000000000000000,*
1146,J1703-4442,342.235,-1.916,1.747293,1.43E-14,0.572314,280.2,*,*,*,*,5.34,5.34,1940000,106000000000000000000000000000000,*
803,J1528-4109,332.106,12.671,0.526556,3.96E-16,1.899133,89.5,*,*,*,*,5.96,5.96,21100000,107000000000000000000000000000000,*
2528,J2333+6145,113.831,0.275,0.756899,1.18E-15,1.32118,125,*,*,*,*,5.01,5.01,10200000,107000000000000000000000000000000,*
2113,B1907+12,46.205,1.591,1.441742,8.23E-15,0.693606,258.64,*,*,*,*,6.47,6.47,2780000,108000000000000000000000000000000,*
1969,B1851-14,20.456,-7.209,1.146595,4.16E-15,0.872148,130.4,*,*,*,*,5.23,5.23,4370000,109000000000000000000000000000000,*
408,J1038+0032,247.152,48.471,0.028852,6.7E-20,34.660173,26.59,*,*,*,*,2.36,2.36,6820000000,110000000000000000000000000000000,*
320,B0904-74,289.738,-18.32,0.549553,4.63E-16,1.81966,51.1,*,*,*,*,4.41,4.41,18800000,110000000000000000000000000000000,*
825,J1536-5433,325.374,0.98,0.881438,1.91E-15,1.134509,147.5,*,*,*,*,3.72,3.72,7310000,110000000000000000000000000000000,*
2232,J1930-1852,19.976,-16.873,0.18552,1.8E-17,5.39025,42.85,BT,45.06,86.8903,NS[srm+15],2.34,2.34,163000000,111000000000000000000000000000000,*
438,J1058-5957,289.241,-0.123,0.61627,6.57E-16,1.622665,334,*,*,*,*,7.11,7.11,14900000,111000000000000000000000000000000,*
1325,B1737+13,37.085,21.679,0.80305,1.45E-15,1.245252,48.67,*,*,*,*,4.77,4.77,8770000,111000000000000000000000000000000,29.732
1029,J1637-4721,337.304,-0.117,1.165741,4.44E-15,0.857823,448,*,*,*,*,5.94,5.94,4160000,111000000000000000000000000000000,*
1940,J1851-0114,31.812,-0.527,0.953182,2.48E-15,1.049118,427.2,*,*,*,*,6.28,6.28,6080000,113000000000000000000000000000000,*
1546,J1806-1618,13.323,2.213,0.668309,8.62E-16,1.496313,319,*,*,*,*,6.36,6.36,12300000,114000000000000000000000000000000,*
1758,B1831-04,27.042,1.749,0.290108,7.19E-17,3.44699,79.31,*,*,*,*,2.3,2.3,63900000,116000000000000000000000000000000,*
1092,B1647-528,334.586,-5.514,0.890534,2.07E-15,1.122922,164,*,*,*,*,5.99,5.99,6820000,116000000000000000000000000000000,*
1482,J1758-2630,3.555,-1.225,1.202893,5.17E-15,0.831329,328,*,*,*,*,4.99,4.99,3690000,117000000000000000000000000000000,*
1496,J1759-3107,359.629,-3.673,1.078953,3.77E-15,0.926824,128.6,*,*,*,*,3.36,3.36,4540000,118000000000000000000000000000000,*
2147,B1911+11,45.623,0.199,0.600997,6.56E-16,1.6639,100,*,*,*,*,3.8,3.8,14500000,119000000000000000000000000000000,*
484,J1130-5925,292.755,1.83,0.680984,9.52E-16,1.468464,264.4,*,*,*,*,8.28,8.28,11300000,119000000000000000000000000000000,*
777,J1517-4636,327.399,9.217,0.886612,2.1E-15,1.127888,127,*,*,*,*,10.98,10.98,6700000,119000000000000000000000000000000,*
788,J1519-6308,318.743,-4.896,1.254052,5.96E-15,0.797415,250,*,*,*,*,17.81,17.81,3330000,119000000000000000000000000000000,*
71,J0146+6145,129.384,-0.431,8.688994,1.99E-12,0.115088,*,*,*,*,*,3.6,*,69100,120000000000000000000000000000000,4.519
2456,B2148+63,104.254,7.412,0.38014,1.68E-16,2.630607,128,*,*,*,*,13.65,13.65,35800000,121000000000000000000000000000000,17.205
2362,J2013-0649,36.171,-21.291,0.580187,6.01E-16,1.723581,63.36,*,*,*,*,4.85,4.85,15300000,121000000000000000000000000000000,*
712,J1427-4158,321.48,17.391,0.586486,6.21E-16,1.705072,71,*,*,*,*,5.89,5.89,15000000,122000000000000000000000000000000,*
182,J0540+3207,176.719,0.761,0.524271,4.48E-16,1.907411,61.97,*,*,*,*,2.37,2.37,18500000,123000000000000000000000000000000,*
1229,B1717-29,356.505,4.248,0.620448,7.46E-16,1.611738,42.64,*,*,*,*,1.43,1.43,13200000,123000000000000000000000000000000,*
311,B0853-33,256.847,7.517,1.267536,6.32E-15,0.788932,86.64,*,*,*,*,1.21,1.21,3180000,123000000000000000000000000000000,*
1647,B1817-18,13.202,-1.72,0.309905,9.36E-17,3.2268,436,*,*,*,*,8.43,8.43,52500000,124000000000000000000000000000000,*
2404,J2045+0912,55.362,-20.329,0.395555,1.95E-16,2.528093,31.78,*,*,*,*,1.99,1.99,32100000,125000000000000000000000000000000,*
526,J1211-6324,298.47,-0.888,0.433084,2.57E-16,2.309021,333.8,*,*,*,*,12.3,12.3,26700000,125000000000000000000000000000000,*
1442,B1747-46,345.002,-10.178,0.742352,1.29E-15,1.347069,20.4,*,*,*,*,1.03,1.03,9110000,125000000000000000000000000000000,*
1604,B1811+40,67.408,24.033,0.931089,2.55E-15,1.074011,41.49,*,*,*,*,4.32,4.32,5790000,125000000000000000000000000000000,*
1932,J1850-0031,32.369,-0.041,0.734185,1.26E-15,1.362055,895,*,*,*,*,9.98,9.98,9210000,126000000000000000000000000000000,*
2380,B2025+21,63.538,-9.587,0.398173,2.03E-16,2.511471,96.8,*,*,*,*,10.09,10.09,31100000,127000000000000000000000000000000,*
1597,J1812-3039,1.431,-5.962,0.587477,6.6E-16,1.702195,138.9,*,*,*,*,4.61,4.61,14100000,129000000000000000000000000000000,*
1473,J1756-2619,3.574,-0.891,0.724514,1.24E-15,1.380236,534,*,*,*,*,7.74,7.74,9270000,129000000000000000000000000000000,*
1112,J1656-3621,348.013,4.245,0.730134,1.28E-15,1.369612,229,*,*,*,*,7.6,7.6,9070000,129000000000000000000000000000000,*
1662,J1822-1617,15.194,-1.189,0.831156,1.89E-15,1.203144,647,*,*,*,*,11.64,11.64,6990000,130000000000000000000000000000000,*
1088,B1648-17,2.81,16.882,0.973394,3.04E-15,1.027334,33.46,*,*,*,*,1.62,1.62,5080000,130000000000000000000000000000000,*
297,B0834+06,219.721,26.272,1.273768,6.8E-15,0.785072,12.86,*,*,*,*,0.76,0.76,2970000,130000000000000000000000000000000,51.039
983,J1627+1419,30.03,38.319,0.490857,3.93E-16,2.037254,33.8,*,*,*,*,2.84,2.84,19800000,131000000000000000000000000000000,*
1143,B1700-18,3.229,13.56,0.804341,1.73E-15,1.243254,49.55,*,*,*,*,2.05,2.05,7360000,131000000000000000000000000000000,*
1674,J1823-3021C,2.79,-7.915,0.405936,2.24E-16,2.463443,86.88,*,*,*,*,12.1,3.07,28700000,132000000000000000000000000000000,*
371,J1002-5559,280.901,-0.503,0.777501,1.57E-15,1.286172,426,*,*,*,*,17.42,17.42,7840000,132000000000000000000000000000000,*
663,J1355-5925,311.069,2.431,1.213381,5.99E-15,0.824143,354.8,*,*,*,*,8.43,8.43,3210000,132000000000000000000000000000000,*
2429,B2113+14,64.464,-23.409,0.440153,2.89E-16,2.271937,56.15,*,*,*,*,4.43,4.43,24100000,134000000000000000000000000000000,13.601
2361,J2012-2029,22.41,-26.701,0.544002,5.48E-16,1.838229,37.67,*,*,*,*,3.92,3.92,15700000,134000000000000000000000000000000,*
1968,B1852+10,42.887,4.223,0.573197,6.39E-16,1.744601,207.2,*,*,*,*,8.27,8.27,14200000,134000000000000000000000000000000,*
2458,J2151+2315,77.849,-23.471,0.593534,7.08E-16,1.684825,23.6,*,*,*,*,1.42,1.42,13300000,134000000000000000000000000000000,*
1055,J1643-4522,339.492,0.406,1.347899,8.28E-15,0.741895,482,*,*,*,*,6.19,6.19,2580000,134000000000000000000000000000000,*
1825,J1840-0626,25.933,-0.461,1.893353,2.3E-14,0.528164,748,*,*,*,*,8.99,8.99,1300000,134000000000000000000000000000000,*
232,J0647+0913,204.233,3.277,1.234854,6.42E-15,0.809813,154.7,*,*,*,*,10.84,10.84,3050000,135000000000000000000000000000000,*
2351,J2007+0910,50.169,-12.433,0.458735,3.32E-16,2.179909,48.6,*,*,*,*,2.93,2.93,21900000,136000000000000000000000000000000,*
2084,B1904+12,46.099,2.373,0.827097,1.95E-15,1.209047,257,*,*,*,*,7.18,7.18,6730000,136000000000000000000000000000000,*
1650,J1821-0331,26.393,4.978,0.902316,2.53E-15,1.10826,171.5,*,*,*,*,5.56,5.56,5650000,136000000000000000000000000000000,*
434,J1056-7117,293.933,-10.458,0.02631,6.3E-20,38.008828,93.04,ELL1,9.1388,4.1486,He[nbb+14],5.27,5.27,6620000000,137000000000000000000000000000000,*
2385,B2028+22,64.58,-9.833,0.630513,8.85E-16,1.586011,71.83,*,*,*,*,4.75,4.75,11300000,139000000000000000000000000000000,*
1000,J1631-1612,0.577,21.193,0.677684,1.1E-15,1.475614,33.77,*,*,*,*,1.85,1.85,9800000,139000000000000000000000000000000,*
2080,J1907+0740,41.613,-0.102,0.574698,6.71E-16,1.740044,332,*,*,*,*,6.84,6.84,13600000,140000000000000000000000000000000,*
415,J1046+0304,246.412,51.697,0.326271,1.24E-16,3.064933,25.3,*,*,*,*,2.25,2.25,41600000,141000000000000000000000000000000,*
1845,J1841-7845,315.46,-26.082,0.353603,1.6E-16,2.828034,41,*,*,*,*,4.01,4.01,35000000,143000000000000000000000000000000,*
1558,J1808-1020,18.828,4.6,0.596993,7.72E-16,1.675061,225.3,*,*,*,*,8.5,8.5,12200000,143000000000000000000000000000000,*
1423,J1749-2347,4.828,1.967,0.874486,2.42E-15,1.143529,344,*,*,*,*,6.1,6.1,5720000,143000000000000000000000000000000,*
1013,J1634-5640,330.09,-6.066,0.224201,4.1E-17,4.46028,148,*,*,*,*,5.71,5.71,86600000,144000000000000000000000000000000,*
1241,J1723-2852,357.482,4.015,0.625034,9E-16,1.599913,172,*,*,*,*,4.63,4.63,11000000,146000000000000000000000000000000,*
221,B0628-28,236.952,-16.758,1.244419,7.12E-15,0.803588,34.42,*,*,*,*,0.32,2.61,2770000,146000000000000000000000000000000,50.948
1300,J1736-2819,359.446,2.036,1.592419,1.49E-14,0.627975,261,*,*,*,*,4.86,4.86,1690000,146000000000000000000000000000000,*
483,J1130-5826,292.46,2.778,0.162323,1.59E-17,6.160538,261.1,*,*,*,*,9.45,9.45,162000000,147000000000000000000000000000000,*
1935,J1850+0423,36.718,2.231,0.290716,9.14E-17,3.439781,265.8,*,*,*,*,7.38,7.38,50400000,147000000000000000000000000000000,*
2312,B1946-25,15.26,-23.38,0.957617,3.27E-15,1.044259,23.07,*,*,*,*,1.34,1.34,4640000,147000000000000000000000000000000,*
